qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	YP_003347556.1|Klebsiella|Bacteriophage_KP32|Podo|RBP	45.161	31	13	2	582	611	242	269	27	20.0	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	pdb_00001zru|Lactococcal|Bacteriophage_P2|Myo|RBP	44.444	27	10	1	360	386	21	42	27	20.0	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	YP_004782195.1|Escherichia|Bacteriophage_vB_EcoP_G7C|Podo|RBP	25.000	52	39	0	345	396	628	679	28	20.0	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P12528|Salmonella|Bacteriophage_P22|Podo|RBP	30.882	68	43	2	34	99	419	484	41	19.2	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	AEM91897.1|Escherichia|Bacteriophage_Cba120|Sipho|RBP	41.176	17	10	0	580	596	65	81	43	19.2	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P20345|Bacillus|Bacteriophage_phi-29|Podo|RBP	42.857	14	8	0	647	660	252	265	45	19.2	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P07537|Bacillus|Bacteriophage_PZA|Podo|RBP	42.857	14	8	0	647	660	252	265	46	19.2	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P10308|Enterobacteria|Bacteriophage_T3|Podo|RBP	33.333	18	12	0	111	128	323	340	49	19.2	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	pdb_00005e7f|Lactococcus|Bacteriophage_Tuc2009|Sipho|RBP	28.947	38	26	1	163	199	83	120	50	18.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	pdb_0000q0pdk6|Bacillus|Bacteriophage_SPP1|Sipho|RBP	38.889	18	11	0	659	676	650	667	50	19.2	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P22588|Escherichia|Bacteriophage_P1|Myo|RBP	29.167	24	17	0	220	243	150	173	51	18.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P07627|Enterobacteria|Bacteriophage_Ox2|Sipho|RBP	36.364	11	7	0	735	745	14	24	52	18.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	APZ82848.1|Klebsiella|Bacteriophage_K5-4|Myo|RBP	30.000	30	20	1	657	686	6	34	52	19.2	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	Q04830|Escherichia|Bacteriophage_K1F|Podo|RBP	32.000	50	32	1	454	503	101	148	60	18.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	YP_512279.1|Escherichia|Bacteriophage_phiV10|Sipho|RBP	23.214	56	43	0	576	631	249	304	61	18.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	YP_009788589.1|Klebsiella|Bacteriophage_K5-2|Myo|RBP	32.143	28	19	0	129	156	170	197	62	18.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	27.778	18	13	0	164	181	388	405	64	18.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P49714|Escherichia|Bacteriophage_K1E|Podo|RBP	27.273	44	31	1	36	79	24	66	64	18.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	YP_654148.1|Escherichia|Bacteriophage_K1-5|Podo|RBP	27.083	48	33	2	601	648	69	114	76	18.5	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P23207.2|Escherichia|Bacteriophage_T5|Sipho|RBP	57.143	14	6	0	656	669	289	302	78	18.5	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	YP_654147.1|Escherichia|Bacteriophage_K1-5|Podo|RBP	50.000	22	11	0	569	590	87	108	78	18.5	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	OUTGROUP_CAPSID_06|Enterobacter_phage_CC31|major_head_protein|YP_004010035.1|OUTGROUP	24.615	130	75	5	567	674	385	513	79	18.5	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	pdb_00004rga|Lactococcus|Bacteriophage_1358|Sipho|RBP	25.000	40	26	1	635	670	217	256	84	18.5	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	YP_006382457.1|Escherichia|Bacteriophage_vB_EcoS_AKFV33|Sipho|RBP	31.373	51	31	1	762	812	350	396	89	18.5	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	27.778	18	13	0	164	181	387	404	97	18.1	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P0DTN8|Klebsiella|Bacteriophage_RAD2|Podo|RBP	24.000	25	19	0	322	346	428	452	118	18.1	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	pdb_00008xci|Escherichia|Bacteriophage_lambda|Sipho|RBP	100.000	6	0	0	812	817	1037	1042	118	18.1	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P0DTN7|Klebsiella|Bacteriophage_B1|Podo|RBP	24.000	25	19	0	322	346	428	452	124	17.7	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	AEM91898.1|Escherichia|Bacteriophage_Cba120|Sipho|RBP	55.556	9	4	0	427	435	609	617	127	17.7	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	Q775D6|Bordetella|Bacteriophage_BPP-1|Podo|RBP	45.455	11	6	0	139	149	180	190	161	17.3	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	O09496|Escherichia|Bacteriophage_K5|Podo|RBP	50.000	22	11	0	569	590	87	108	163	17.3	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	K9L8K6|Klebsiella|Bacteriophage_KP36|Podo|RBP	36.667	30	10	2	736	765	230	250	185	17.3	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P13332|Enterobacteria|Bacteriophage_T4|Myo|RBP	29.167	72	40	3	17	80	210	278	187	17.3	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	Q9XJP3|Shigella|Bacteriophage_Sf6|Podo|RBP	33.333	15	10	0	121	135	58	72	224	16.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	M1EBB2.1|Salmonella|Salmonella_phage_vB_SenM-S16|Myo|RBP	21.739	23	18	0	23	45	63	85	248	16.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P10930|Enterobacteria|Bacteriophage_T4|Myo|RBP	26.829	41	24	1	706	746	421	455	255	16.9	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	QQG32074.1|Salmonella|Bacteriophage_vB_CkoM_CkP1|Myo|RBP	21.687	83	46	2	80	151	504	578	284	16.5	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	pdb_00005yvq|Enterobacteria|Bacteriophage_Mu|Myo|RBP	38.462	13	8	0	744	756	356	368	354	16.5	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P08234|Enterobacteria|Bacteriophage_M1|Podo|RBP	62.500	8	3	0	758	765	129	136	357	16.2	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	AUV56907.1|Staphylococcus|Bacteriophage_vB_SauM_LM12|Myo|RBP	33.333	18	12	0	629	646	353	370	397	16.2	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P0DJY6|Escherichia|Bacteriophage_Mu|Myo|RBP	26.316	76	47	3	495	561	87	162	462	15.8	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P03748|Escherichia|Bacteriophage_T7|Podo|RBP	34.615	26	17	0	478	503	508	533	497	15.8	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	OUTGROUP_CAPSID_04|Escherichia_phage_IME08|major_head_protein|YP_003734314.1|OUTGROUP	75.000	8	2	0	62	69	156	163	539	15.8	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	pdb_00002fsd|Lactococcus|Bacteriophage_bIL170|Sipho|RBP	24.444	45	31	1	130	171	94	138	609	15.4	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	OUTGROUP_CAPSID_05|Klebsiella_phage_vB_KpnM_KpV477|major_head_protein|YP_009288862.1|OUTGROUP	41.667	12	7	0	401	412	120	131	656	15.4	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	OUTGROUP_CAPSID_03|Escherichia_phage_vB_EcoM_VR25|major_head_protein|YP_009209931.1|OUTGROUP	41.667	12	7	0	401	412	120	131	708	15.4	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	Q9G0B4|Escherichia|Bacteriophage_AR1|Podo|RBP	57.143	7	3	0	466	472	96	102	725	15.4	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P07875|Enterobacteria|Bacteriophage_T2|Myo|RBP	25.926	27	20	0	715	741	56	82	910	15.0	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	pdb_00002f0c|Lactococcus|Bacteriophage_P335|Sipho|RBP	22.857	35	27	0	725	759	27	61	947	15.0	830
query4|unknown_host|Lactobacillus_phage_ViSo_2018a|label=pharbp	P07876|Enterobacteria|Bacteriophage_K3|Podo|RBP	35.714	28	16	1	71	98	231	256	974	15.0	830
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	YP_003347556.1|Klebsiella|Bacteriophage_KP32|Podo|RBP	86.609	575	77	0	1	575	2	576	0.0	1040	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	APZ82848.1|Klebsiella|Bacteriophage_K5-4|Myo|RBP	74.194	31	8	0	1	31	2	32	5.73e-10	53.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	YP_009880322.1|Escherichia|Bacteriophage_ep75|Sipho|RBP	30.000	80	37	4	301	361	200	279	0.77	24.6	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	K9L8K6|Klebsiella|Bacteriophage_KP36|Podo|RBP	23.656	186	111	8	139	309	451	620	0.89	24.3	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P20345|Bacillus|Bacteriophage_phi-29|Podo|RBP	40.426	47	26	1	409	455	543	587	1.2	23.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P07537|Bacillus|Bacteriophage_PZA|Podo|RBP	38.298	47	27	1	409	455	543	587	1.7	23.5	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	AEM91898.1|Escherichia|Bacteriophage_Cba120|Sipho|RBP	36.364	33	19	1	154	186	474	504	2.0	23.1	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	29.730	74	26	4	83	138	113	178	2.6	22.7	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	Q9G0B4|Escherichia|Bacteriophage_AR1|Podo|RBP	42.105	19	11	0	214	232	3	21	3.3	22.3	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_00008xci|Escherichia|Bacteriophage_lambda|Sipho|RBP	22.917	96	63	2	364	459	610	694	3.4	22.3	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_00001zru|Lactococcal|Bacteriophage_P2|Myo|RBP	24.138	58	40	2	451	508	4	57	4.4	21.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_00007qlr|Clostridium|Bacteriophage_C._difficile|Sipho|RBP	28.571	49	32	1	522	570	388	433	5.2	21.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	OUTGROUP_CAPSID_04|Escherichia_phage_IME08|major_head_protein|YP_003734314.1|OUTGROUP	28.814	59	25	2	74	115	104	162	7.6	21.2	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	CBY99572.1|Escherichia|Bacteriophage_phi92|Myo|RBP	29.412	68	36	3	283	341	360	424	8.8	21.2	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_00005yvq|Enterobacteria|Bacteriophage_Mu|Myo|RBP	38.095	21	13	0	349	369	416	436	9.1	20.8	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	YP_009788589.1|Klebsiella|Bacteriophage_K5-2|Myo|RBP	54.545	11	5	0	77	87	791	801	10	20.8	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	OUTGROUP_CAPSID_05|Klebsiella_phage_vB_KpnM_KpV477|major_head_protein|YP_009288862.1|OUTGROUP	32.432	37	21	1	371	403	271	307	12	20.8	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	29.412	51	19	2	83	116	112	162	14	20.4	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	YP_009168860.1|Escherichia|Bacteriophage_K1H|Podo|RBP	34.483	29	15	1	527	555	351	375	14	20.4	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	OUTGROUP_CAPSID_03|Escherichia_phage_vB_EcoM_VR25|major_head_protein|YP_009209931.1|OUTGROUP	30.357	56	22	2	74	112	101	156	14	20.4	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	AEL79676.1|Escherichia|Bacteriophage_vB_EcoP_G7C|Podo|RBP	36.957	46	23	3	78	119	646	689	17	20.0	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	AVZ45096|Escherichia|Bacteriophage_EP335|Podo|RBP	29.412	34	24	0	383	416	171	204	19	20.0	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	Q04830|Escherichia|Bacteriophage_K1F|Podo|RBP	42.105	19	11	0	75	93	833	851	19	20.0	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_0000q0pdk6|Bacillus|Bacteriophage_SPP1|Sipho|RBP	57.143	14	6	0	516	529	453	466	22	19.6	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	O09496|Escherichia|Bacteriophage_K5|Podo|RBP	47.826	23	11	1	274	296	321	342	24	19.6	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	YP_654147.1|Escherichia|Bacteriophage_K1-5|Podo|RBP	47.826	23	11	1	274	296	321	342	25	19.6	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P08234|Enterobacteria|Bacteriophage_M1|Podo|RBP	25.926	54	34	1	218	271	9	56	26	19.2	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	YP_006382457.1|Escherichia|Bacteriophage_vB_EcoS_AKFV33|Sipho|RBP	29.630	54	30	1	46	91	416	469	26	19.6	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P12528|Salmonella|Bacteriophage_P22|Podo|RBP	22.680	97	67	2	451	540	120	215	30	19.2	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	M1EBB2.1|Salmonella|Salmonella_phage_vB_SenM-S16|Myo|RBP	26.415	53	34	1	214	266	3	50	31	19.2	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	Q775D6|Bordetella|Bacteriophage_BPP-1|Podo|RBP	25.000	28	21	0	212	239	339	366	31	19.2	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	AEM91897.1|Escherichia|Bacteriophage_Cba120|Sipho|RBP	26.230	61	28	3	161	207	719	776	32	19.2	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	Q858F5|Salmonella|Bacteriophage_epsilon15|Podo|RBP	35.897	39	22	2	40	77	598	634	46	18.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	OUTGROUP_CAPSID_06|Enterobacter_phage_CC31|major_head_protein|YP_004010035.1|OUTGROUP	27.451	51	20	2	83	116	111	161	48	18.5	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P07627|Enterobacteria|Bacteriophage_Ox2|Sipho|RBP	40.000	25	14	1	283	307	4	27	48	18.5	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_00005e7f|Lactococcus|Bacteriophage_Tuc2009|Sipho|RBP	33.333	33	19	1	518	547	124	156	57	18.1	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P10930|Enterobacteria|Bacteriophage_T4|Myo|RBP	61.538	13	5	0	494	506	75	87	63	18.1	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P03744|Enterobacteria|Bacteriophage_T4|Myo|RBP	29.032	31	22	0	544	574	684	714	68	18.1	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_00006iab|Staphylococcus|Bacteriophage_P68|Sipho|RBP	26.829	82	48	6	477	547	534	614	71	18.1	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P10308|Enterobacteria|Bacteriophage_T3|Podo|RBP	56.250	16	6	1	465	479	72	87	83	17.7	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P23207.2|Escherichia|Bacteriophage_T5|Sipho|RBP	28.571	42	22	1	297	338	228	261	86	17.7	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P03748|Escherichia|Bacteriophage_T7|Podo|RBP	56.250	16	6	1	465	479	72	87	87	17.7	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	YP_004782195.1|Escherichia|Bacteriophage_vB_EcoP_G7C|Podo|RBP	36.364	22	14	0	81	102	63	84	99	17.7	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	AEM91899.1|Escherichia|Bacteriophage_Cba120|Sipho|RBP	33.333	30	19	1	187	216	305	333	108	17.7	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P0DTN8|Klebsiella|Bacteriophage_RAD2|Podo|RBP	36.364	33	21	0	289	321	621	653	116	17.3	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_00002fsd|Lactococcus|Bacteriophage_bIL170|Sipho|RBP	31.579	19	13	0	245	263	69	87	124	16.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	QQG32074.1|Salmonella|Bacteriophage_vB_CkoM_CkP1|Myo|RBP	32.000	25	17	0	120	144	274	298	132	17.3	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_00002f0c|Lactococcus|Bacteriophage_P335|Sipho|RBP	21.649	97	61	3	320	409	53	141	134	16.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	YP_654148.1|Escherichia|Bacteriophage_K1-5|Podo|RBP	26.316	38	20	1	79	116	632	661	152	16.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P49714|Escherichia|Bacteriophage_K1E|Podo|RBP	42.857	14	8	0	386	399	404	417	167	16.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P0DJY6|Escherichia|Bacteriophage_Mu|Myo|RBP	33.333	9	6	0	231	239	81	89	172	16.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	YP_512279.1|Escherichia|Bacteriophage_phiV10|Sipho|RBP	43.750	16	9	0	118	133	258	273	179	16.9	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P07876|Enterobacteria|Bacteriophage_K3|Podo|RBP	30.952	42	28	1	383	423	68	109	185	16.5	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	Q9XJP3|Shigella|Bacteriophage_Sf6|Podo|RBP	40.000	15	9	0	532	546	43	57	201	16.5	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P0DTN7|Klebsiella|Bacteriophage_B1|Podo|RBP	34.615	26	17	0	126	151	468	493	218	16.5	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	YP_001671760.1|Escherichia|Bacteriophage_PhiEco32|Podo|RBP	50.000	12	6	0	15	26	243	254	266	16.2	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_00004rga|Lactococcus|Bacteriophage_1358|Sipho|RBP	33.333	15	10	0	22	36	325	339	340	15.8	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P22588|Escherichia|Bacteriophage_P1|Myo|RBP	46.667	15	8	0	374	388	220	234	376	15.8	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	pdb_00005efv|Staphylococcus|Bacteriophage_11|Sipho|RBP	30.769	26	16	1	469	494	526	549	412	15.8	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	AUV56907.1|Staphylococcus|Bacteriophage_vB_SauM_LM12|Myo|RBP	21.739	46	23	1	446	478	56	101	426	15.4	575
query5|Klebsiella_pneumoniae|Klebsiella_phage_K5|label=pharbp	P13332|Enterobacteria|Bacteriophage_T4|Myo|RBP	38.889	18	11	0	165	182	302	319	580	15.0	575
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	OUTGROUP_CAPSID_02|Escherichia_phage_phiC120|major_head_protein|YP_010090013.1|OUTGROUP	100.000	522	0	0	1	522	1	522	0.0	1066	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	OUTGROUP_CAPSID_01|Escherichia_phage_T4|major_head_protein|NP_049787.1|OUTGROUP	94.808	520	27	0	3	522	2	521	0.0	1019	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	OUTGROUP_CAPSID_04|Escherichia_phage_IME08|major_head_protein|YP_003734314.1|OUTGROUP	83.946	517	82	1	7	522	6	522	0.0	897	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	OUTGROUP_CAPSID_05|Klebsiella_phage_vB_KpnM_KpV477|major_head_protein|YP_009288862.1|OUTGROUP	82.592	517	89	1	7	522	3	519	0.0	885	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	OUTGROUP_CAPSID_03|Escherichia_phage_vB_EcoM_VR25|major_head_protein|YP_009209931.1|OUTGROUP	84.139	517	81	1	7	522	3	519	0.0	885	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	OUTGROUP_CAPSID_06|Enterobacter_phage_CC31|major_head_protein|YP_004010035.1|OUTGROUP	81.712	514	93	1	10	522	7	520	0.0	872	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	AEM91899.1|Escherichia|Bacteriophage_Cba120|Sipho|RBP	25.926	108	67	5	332	435	286	384	0.51	25.0	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	YP_003347556.1|Klebsiella|Bacteriophage_KP32|Podo|RBP	31.081	74	25	4	113	178	84	139	0.67	24.6	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	pdb_00002f0c|Lactococcus|Bacteriophage_P335|Sipho|RBP	22.581	62	42	1	330	385	73	134	1.2	23.5	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	YP_654148.1|Escherichia|Bacteriophage_K1-5|Podo|RBP	29.508	61	33	2	255	313	717	769	3.0	22.3	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P0DTN8|Klebsiella|Bacteriophage_RAD2|Podo|RBP	29.032	31	22	0	24	54	643	673	5.6	21.6	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P0DTN7|Klebsiella|Bacteriophage_B1|Podo|RBP	29.032	31	22	0	24	54	643	673	8.1	21.2	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	YP_512279.1|Escherichia|Bacteriophage_phiV10|Sipho|RBP	34.146	41	25	1	187	225	285	325	9.0	20.8	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P07537|Bacillus|Bacteriophage_PZA|Podo|RBP	25.781	128	83	4	69	194	463	580	11	20.4	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P49714|Escherichia|Bacteriophage_K1E|Podo|RBP	27.869	61	34	2	255	313	717	769	12	20.4	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	Q858F5|Salmonella|Bacteriophage_epsilon15|Podo|RBP	26.866	67	47	2	343	409	851	915	12	20.4	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P20345|Bacillus|Bacteriophage_phi-29|Podo|RBP	29.412	34	18	1	106	133	380	413	12	20.4	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	Q775D6|Bordetella|Bacteriophage_BPP-1|Podo|RBP	26.667	75	40	2	352	426	54	113	21	19.6	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	pdb_00007qlr|Clostridium|Bacteriophage_C._difficile|Sipho|RBP	39.130	23	14	0	394	416	445	467	21	19.6	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	AVZ45096|Escherichia|Bacteriophage_EP335|Podo|RBP	33.333	30	19	1	163	191	475	504	35	18.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	AEM91897.1|Escherichia|Bacteriophage_Cba120|Sipho|RBP	30.769	39	26	1	103	140	677	715	35	18.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	YP_009168860.1|Escherichia|Bacteriophage_K1H|Podo|RBP	32.432	37	24	1	307	343	465	500	37	18.9	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P13332|Enterobacteria|Bacteriophage_T4|Myo|RBP	37.500	16	10	0	273	288	72	87	44	18.5	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	pdb_0000q0pdk6|Bacillus|Bacteriophage_SPP1|Sipho|RBP	42.105	19	11	0	411	429	908	926	45	18.5	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	Q04830|Escherichia|Bacteriophage_K1F|Podo|RBP	40.000	20	10	1	102	121	772	789	61	18.1	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P23207.2|Escherichia|Bacteriophage_T5|Sipho|RBP	25.806	62	41	2	242	300	58	117	73	18.1	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	YP_001671760.1|Escherichia|Bacteriophage_PhiEco32|Podo|RBP	37.037	27	17	0	455	481	213	239	76	17.7	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	P10308|Enterobacteria|Bacteriophage_T3|Podo|RBP	23.077	26	20	0	26	51	1	26	82	17.7	522
query6|Escherichia|Escherichia_phage_phiC120|label=outgroup	Q9G0B4|Escherichia|Bacteriophage_AR1|Podo|RBP	50.000	10	5	0	69	78	50	59	89	17.3	522
