query	target	evalue	bits	alntmscore	qtmscore	ttmscore	rmsd
query4_unknown_host_Lactobacillus_phage_ViSo_2018a	Q9XJP3_Shigella_Bacteriophage_Sf6_Podo_RBP	1.597E-01	14	2.323E-01	1.490E-01	1.868E-01	8.183E+00
query4_unknown_host_Lactobacillus_phage_ViSo_2018a	YP_654147.1_Escherichia_Bacteriophage_K1-5_Podo_RBP	1.577E-01	14	2.133E-01	1.489E-01	1.833E-01	8.499E+00
query4_unknown_host_Lactobacillus_phage_ViSo_2018a	pdb_00005yvq_Escherichia_Bacteriophage_Mu_Myo_RBP	1.552E-01	12	3.120E-01	1.317E-01	1.954E-01	7.727E+00
query4_unknown_host_Lactobacillus_phage_ViSo_2018a	O09496_Escherichia_Bacteriophage_K5_Podo_RBP	1.526E-01	13	2.211E-01	1.444E-01	1.780E-01	8.565E+00
query4_unknown_host_Lactobacillus_phage_ViSo_2018a	P03744_Enterobacteria_Bacteriophage_T4_Myo_RBP	1.510E-01	16	2.394E-01	1.706E-01	1.448E-01	8.487E+00
query4_unknown_host_Lactobacillus_phage_ViSo_2018a	P0DJY6_Escherichia_Bacteriophage_Mu_Myo_RBP	1.415E-01	9	3.665E-01	9.283E-02	2.026E-01	6.176E+00
query4_unknown_host_Lactobacillus_phage_ViSo_2018a	P03748_Escherichia_Bacteriophage_T7_Podo_RBP	1.408E-01	11	2.898E-01	1.250E-01	1.713E-01	8.060E+00
query4_unknown_host_Lactobacillus_phage_ViSo_2018a	P10308_Enterobacteria_Bacteriophage_T3_Podo_RBP	1.231E-01	10	3.336E-01	1.083E-01	1.488E-01	7.258E+00
query4_unknown_host_Lactobacillus_phage_ViSo_2018a	P10930_Enterobacteria_Bacteriophage_T4_Myo_RBP	1.181E-01	9	2.856E-01	1.017E-01	1.464E-01	7.241E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	pdb_00006iab_Staphylococcus_Bacteriophage_P68_Sipho_RBP	4.571E-01	40	6.268E-01	4.080E-01	5.214E-01	4.643E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	pdb_00005efv_Staphylococcus_Bacteriophage_11_Sipho_RBP	4.311E-01	37	5.101E-01	3.881E-01	4.938E-01	5.610E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	pdb_00002fsd_Lactococcus_Bacteriophage_bIL170_Sipho_RBP	3.493E-01	11	7.706E-01	1.146E-01	6.112E-01	2.682E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	YP_009168860.1_Escherichia_Bacteriophage_K1H_Podo_RBP	2.979E-01	31	4.179E-01	3.255E-01	2.888E-01	7.087E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	AUV56907.1_Staphylococcus_Bacteriophage_vB_SauM_LM12_Myo_RBP	2.956E-01	22	4.258E-01	2.342E-01	3.872E-01	6.968E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	pdb_00001zru_Lactococcal_Bacteriophage_P2_Myo_RBP	2.840E-01	14	5.082E-01	1.511E-01	4.360E-01	4.669E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	YP_009788589.1_Klebsiella_Bacteriophage_K5-2_Myo_RBP	2.738E-01	26	3.707E-01	2.769E-01	2.890E-01	6.798E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	AEL79676.1_Escherichia_Bacteriophage_vB_EcoP_G7C_Podo_RBP	2.691E-01	29	3.402E-01	3.054E-01	2.560E-01	8.573E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P0DJY6_Escherichia_Bacteriophage_Mu_Myo_RBP	2.590E-01	16	4.395E-01	1.673E-01	3.758E-01	5.495E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	Q9XJP3_Shigella_Bacteriophage_Sf6_Podo_RBP	2.571E-01	22	3.204E-01	2.346E-01	3.025E-01	7.301E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	YP_009880322.1_Escherichia_Bacteriophage_ep75_Sipho_RBP	2.553E-01	24	3.469E-01	2.534E-01	2.795E-01	7.813E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	AEM91898.1_Escherichia_Bacteriophage_Cba120_Sipho_RBP	2.526E-01	22	3.308E-01	2.321E-01	2.968E-01	7.682E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P0DTN7_Klebsiella_Bacteriophage_B1_Podo_RBP	2.519E-01	25	3.177E-01	2.699E-01	2.571E-01	8.727E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	pdb_00005e7f_Lactococcus_Bacteriophage_Tuc2009_Sipho_RBP	2.511E-01	11	4.323E-01	1.190E-01	4.289E-01	5.713E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	YP_003347556.1_Klebsiella_Bacteriophage_KP32_Podo_RBP	2.457E-01	20	3.333E-01	2.182E-01	2.978E-01	7.956E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	AEM91897.1_Escherichia_Bacteriophage_Cba120_Sipho_RBP	2.417E-01	24	2.973E-01	2.609E-01	2.461E-01	8.935E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	APZ82848.1_Klebsiella_Bacteriophage_K5-4_Myo_RBP	2.400E-01	22	3.240E-01	2.315E-01	2.735E-01	8.494E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P12528_Salmonella_Bacteriophage_P22_Podo_RBP	2.377E-01	21	3.081E-01	2.263E-01	2.738E-01	8.385E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	YP_004782195.1_Escherichia_Bacteriophage_vB_EcoP_G7C_Podo_RBP	2.367E-01	23	2.948E-01	2.491E-01	2.493E-01	9.357E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	YP_512279.1_Escherichia_Bacteriophage_phiV10_Sipho_RBP	2.356E-01	23	3.484E-01	2.489E-01	2.441E-01	8.763E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P22588_Escherichia_Bacteriophage_P1_Myo_RBP	2.354E-01	13	4.234E-01	1.358E-01	3.685E-01	6.159E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	YP_654147.1_Escherichia_Bacteriophage_K1-5_Podo_RBP	2.292E-01	20	3.638E-01	2.119E-01	2.685E-01	7.842E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	K9L8K6_Klebsiella_Bacteriophage_KP36_Podo_RBP	2.275E-01	23	3.573E-01	2.403E-01	2.336E-01	8.171E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	Q775D6_Bordetella_Bacteriophage_BPP-1_Podo_RBP	2.265E-01	15	3.233E-01	1.647E-01	3.149E-01	6.823E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	pdb_00002f0c_Lactococcus_Bacteriophage_P335_Sipho_RBP	2.240E-01	10	4.032E-01	1.055E-01	3.723E-01	5.281E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	QQG32074.1_Salmonella_Bacteriophage_vB_CkoM_CkP1_Myo_RBP	2.236E-01	20	3.495E-01	2.130E-01	2.564E-01	7.972E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	Q04830_Escherichia_Bacteriophage_K1F_Podo_RBP	2.222E-01	24	2.727E-01	2.525E-01	2.134E-01	8.929E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	Q858F5_Salmonella_Bacteriophage_epsilon15_Podo_RBP	2.201E-01	23	3.235E-01	2.513E-01	2.113E-01	9.342E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	OUTGROUP_CAPSID_01_Escherichia_phage_T4_major_head_protein_NP_049787.1_OUTGROUP	2.199E-01	17	3.030E-01	1.842E-01	2.757E-01	7.123E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	QLF82969.1_Klebsiella_Bacteriophage_KpnM6E1_Myo_RBP	2.185E-01	8	6.135E-01	8.553E-02	3.719E-01	4.222E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	pdb_00008xci_Escherichia_Bacteriophage_lambda_Sipho_RBP	2.128E-01	23	2.933E-01	2.472E-01	1.974E-01	8.957E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	O09496_Escherichia_Bacteriophage_K5_Podo_RBP	2.118E-01	18	3.360E-01	1.977E-01	2.490E-01	8.360E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P13332_Enterobacteria_Bacteriophage_T4_Myo_RBP	2.076E-01	18	2.680E-01	1.979E-01	2.405E-01	8.583E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	M1EBB2.1_Salmonella_Salmonella_phage_vB_SenM-S16_Myo_RBP	2.066E-01	11	3.494E-01	1.224E-01	3.224E-01	6.511E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	CBY99572.1_Escherichia_Bacteriophage_phi92_Myo_RBP	2.065E-01	21	2.779E-01	2.193E-01	2.055E-01	6.290E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P07537_Bacillus_Bacteriophage_PZA_Podo_RBP	2.057E-01	20	3.362E-01	2.155E-01	2.151E-01	8.633E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	OUTGROUP_CAPSID_03_Escherichia_phage_vB_EcoM_VR25_major_head_protein_YP_009209931.1_OUTGROUP	2.016E-01	16	2.760E-01	1.718E-01	2.527E-01	7.441E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	YP_001671760.1_Escherichia_Bacteriophage_PhiEco32_Podo_RBP	2.014E-01	18	2.529E-01	1.962E-01	2.242E-01	7.819E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P20345_Bacillus_Bacteriophage_phi-29_Podo_RBP	2.006E-01	20	3.391E-01	2.101E-01	2.097E-01	8.447E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	AEM91899.1_Escherichia_Bacteriophage_Cba120_Sipho_RBP	2.000E-01	21	2.843E-01	2.252E-01	1.944E-01	9.099E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P49714_Escherichia_Bacteriophage_K1E_Podo_RBP	1.998E-01	19	2.736E-01	2.053E-01	2.132E-01	8.414E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P08234_Enterobacteria_Bacteriophage_M1_Podo_RBP	1.996E-01	11	3.405E-01	1.191E-01	3.073E-01	6.475E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	OUTGROUP_CAPSID_04_Escherichia_phage_IME08_major_head_protein_YP_003734314.1_OUTGROUP	1.973E-01	16	2.656E-01	1.677E-01	2.474E-01	7.634E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P03744_Enterobacteria_Bacteriophage_T4_Myo_RBP	1.970E-01	21	2.679E-01	2.204E-01	1.910E-01	8.795E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	Q9G0B4_Escherichia_Bacteriophage_AR1_Podo_RBP	1.954E-01	11	3.291E-01	1.183E-01	3.025E-01	6.719E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	pdb_00004rga_Lactococcus_Bacteriophage_1358_Sipho_RBP	1.945E-01	13	2.670E-01	1.424E-01	2.665E-01	6.979E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	OUTGROUP_CAPSID_05_Klebsiella_phage_vB_KpnM_KpV477_major_head_protein_YP_009288862.1_OUTGROUP	1.910E-01	15	2.656E-01	1.633E-01	2.398E-01	7.476E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	AVZ45096_Escherichia_Bacteriophage_EP335_Podo_RBP	1.905E-01	17	2.919E-01	1.874E-01	2.112E-01	8.321E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	YP_654148.1_Escherichia_Bacteriophage_K1-5_Podo_RBP	1.904E-01	18	2.416E-01	1.956E-01	2.033E-01	8.660E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	OUTGROUP_CAPSID_06_Enterobacter_phage_CC31_major_head_protein_YP_004010035.1_OUTGROUP	1.901E-01	15	2.592E-01	1.617E-01	2.387E-01	7.699E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	pdb_0000q0pdk6_Bacillus_Bacteriophage_SPP1_Sipho_RBP	1.887E-01	20	2.525E-01	2.180E-01	1.775E-01	9.304E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	YP_006382457.1_Escherichia_Bacteriophage_vB_EcoS_AKFV33_Sipho_RBP	1.878E-01	16	3.486E-01	1.685E-01	2.264E-01	7.635E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	pdb_00005yvq_Escherichia_Bacteriophage_Mu_Myo_RBP	1.820E-01	14	4.641E-01	1.488E-01	2.301E-01	6.708E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P03748_Escherichia_Bacteriophage_T7_Podo_RBP	1.676E-01	13	2.101E-01	1.439E-01	2.057E-01	6.898E+00
query3_bacillus_subtilis_Bacillus_phage_Chedec_11	P10308_Enterobacteria_Bacteriophage_T3_Podo_RBP	1.284E-01	10	2.770E-01	1.090E-01	1.568E-01	6.663E+00
query6_Escherichia_Escherichia_phage_phiC120	OUTGROUP_CAPSID_02_Escherichia_phage_phiC120_major_head_protein_YP_010090013.1_OUTGROUP	1.000E+00	100	1.002E+00	1.000E+00	1.000E+00	0.000E+00
query6_Escherichia_Escherichia_phage_phiC120	OUTGROUP_CAPSID_01_Escherichia_phage_T4_major_head_protein_NP_049787.1_OUTGROUP	9.720E-01	97	9.789E-01	9.752E-01	9.771E-01	1.451E+00
query6_Escherichia_Escherichia_phage_phiC120	OUTGROUP_CAPSID_03_Escherichia_phage_vB_EcoM_VR25_major_head_protein_YP_009209931.1_OUTGROUP	9.508E-01	94	9.623E-01	9.533E-01	9.587E-01	2.088E+00
query6_Escherichia_Escherichia_phage_phiC120	OUTGROUP_CAPSID_05_Klebsiella_phage_vB_KpnM_KpV477_major_head_protein_YP_009288862.1_OUTGROUP	9.493E-01	94	9.598E-01	9.508E-01	9.562E-01	1.887E+00
query6_Escherichia_Escherichia_phage_phiC120	OUTGROUP_CAPSID_06_Enterobacter_phage_CC31_major_head_protein_YP_004010035.1_OUTGROUP	9.464E-01	94	9.590E-01	9.481E-01	9.517E-01	1.554E+00
query6_Escherichia_Escherichia_phage_phiC120	OUTGROUP_CAPSID_04_Escherichia_phage_IME08_major_head_protein_YP_003734314.1_OUTGROUP	9.172E-01	91	9.284E-01	9.249E-01	9.249E-01	2.279E+00
query6_Escherichia_Escherichia_phage_phiC120	P49714_Escherichia_Bacteriophage_K1E_Podo_RBP	2.453E-01	28	3.132E-01	3.032E-01	2.185E-01	8.089E+00
query6_Escherichia_Escherichia_phage_phiC120	YP_006382457.1_Escherichia_Bacteriophage_vB_EcoS_AKFV33_Sipho_RBP	2.247E-01	23	2.716E-01	2.475E-01	2.268E-01	7.529E+00
query6_Escherichia_Escherichia_phage_phiC120	P08234_Enterobacteria_Bacteriophage_M1_Podo_RBP	2.135E-01	16	2.929E-01	1.689E-01	2.880E-01	6.080E+00
query6_Escherichia_Escherichia_phage_phiC120	pdb_00006iab_Staphylococcus_Bacteriophage_P68_Sipho_RBP	1.978E-01	21	2.663E-01	2.283E-01	1.952E-01	8.550E+00
query6_Escherichia_Escherichia_phage_phiC120	QQG32074.1_Salmonella_Bacteriophage_vB_CkoM_CkP1_Myo_RBP	1.972E-01	21	2.727E-01	2.290E-01	1.891E-01	7.611E+00
query6_Escherichia_Escherichia_phage_phiC120	Q9G0B4_Escherichia_Bacteriophage_AR1_Podo_RBP	1.969E-01	14	2.681E-01	1.544E-01	2.673E-01	6.218E+00
query6_Escherichia_Escherichia_phage_phiC120	Q858F5_Salmonella_Bacteriophage_epsilon15_Podo_RBP	1.942E-01	24	2.688E-01	2.613E-01	1.489E-01	8.093E+00
query6_Escherichia_Escherichia_phage_phiC120	P22588_Escherichia_Bacteriophage_P1_Myo_RBP	1.924E-01	13	3.178E-01	1.457E-01	2.652E-01	5.769E+00
query6_Escherichia_Escherichia_phage_phiC120	P07875_Enterobacteria_Bacteriophage_T2_Myo_RBP	1.918E-01	14	2.640E-01	1.542E-01	2.598E-01	6.626E+00
query6_Escherichia_Escherichia_phage_phiC120	pdb_00005e7f_Lactococcus_Bacteriophage_Tuc2009_Sipho_RBP	1.876E-01	11	2.913E-01	1.208E-01	2.864E-01	6.065E+00
query6_Escherichia_Escherichia_phage_phiC120	YP_003347556.1_Klebsiella_Bacteriophage_KP32_Podo_RBP	1.850E-01	19	2.776E-01	2.039E-01	1.899E-01	8.084E+00
query6_Escherichia_Escherichia_phage_phiC120	YP_512279.1_Escherichia_Bacteriophage_phiV10_Sipho_RBP	1.837E-01	21	2.410E-01	2.321E-01	1.548E-01	7.949E+00
query6_Escherichia_Escherichia_phage_phiC120	YP_001671760.1_Escherichia_Bacteriophage_PhiEco32_Podo_RBP	1.795E-01	20	2.465E-01	2.128E-01	1.655E-01	7.981E+00
query6_Escherichia_Escherichia_phage_phiC120	YP_004782195.1_Escherichia_Bacteriophage_vB_EcoP_G7C_Podo_RBP	1.782E-01	20	2.955E-01	2.233E-01	1.536E-01	7.915E+00
query6_Escherichia_Escherichia_phage_phiC120	P12528_Salmonella_Bacteriophage_P22_Podo_RBP	1.771E-01	19	2.590E-01	2.055E-01	1.706E-01	8.264E+00
query6_Escherichia_Escherichia_phage_phiC120	YP_654147.1_Escherichia_Bacteriophage_K1-5_Podo_RBP	1.712E-01	18	2.894E-01	1.934E-01	1.663E-01	7.312E+00
query6_Escherichia_Escherichia_phage_phiC120	P03744_Enterobacteria_Bacteriophage_T4_Myo_RBP	1.688E-01	21	2.558E-01	2.242E-01	1.310E-01	7.619E+00
query6_Escherichia_Escherichia_phage_phiC120	Q9XJP3_Shigella_Bacteriophage_Sf6_Podo_RBP	1.665E-01	17	2.927E-01	1.873E-01	1.636E-01	7.689E+00
query6_Escherichia_Escherichia_phage_phiC120	YP_009880322.1_Escherichia_Bacteriophage_ep75_Sipho_RBP	1.592E-01	18	2.453E-01	1.922E-01	1.445E-01	7.623E+00
query6_Escherichia_Escherichia_phage_phiC120	pdb_00008xci_Escherichia_Bacteriophage_lambda_Sipho_RBP	1.561E-01	20	2.451E-01	2.137E-01	1.127E-01	7.051E+00
query6_Escherichia_Escherichia_phage_phiC120	P0DJY6_Escherichia_Bacteriophage_Mu_Myo_RBP	1.538E-01	12	2.917E-01	1.351E-01	1.935E-01	7.136E+00
query6_Escherichia_Escherichia_phage_phiC120	P07537_Bacillus_Bacteriophage_PZA_Podo_RBP	1.463E-01	17	2.610E-01	1.839E-01	1.258E-01	7.966E+00
